id,species,blockdate,formula,totalsubstrate,totalharvest,harvestcount,spawn,spawncode,harvest ,comment,flies,sale synallois,fruit,fungus flies,stored,spent,contaminated,compost,Age,BE,lastharvest,lastharvestdate,harvest1,harvest1date
G120,,,,,1189,4,,,,,,,,,,,,,,,196,15/3/24,439,1/1/24,282,31/1/24,272,24/2/24,196,15/3/24
G82,,,,,146,5,,,,,,,,,,,,,,,25,5/4/24,51,1/1/24,26,21/1/24,26,22/2/24,18,15/3/24,25,5/4/24
F16,,,,,621,2,,,,,,,,,,,,,,,268,3/2/24,353,1/1/24,268,3/2/24
G57,,,,,58,2,,,,,,,,,,,,,,,30,18/1/24,28,1/1/24,30,18/1/24
F86,,,,,1032,5,,,,,,,,,,,,,,,97,18/3/24,486,1/1/24,110,28/1/24,139,22/2/24,200,2/3/24,97,18/3/24
F29,,,,,709,5,,,,,,,,,,,,,,,80,14/4/24,262,1/1/24,120,25/1/24,51,25/2/24,196,15/3/24,80,14/4/24
F31,,,,,764,4,,,,,,,,,,,,,,,108,31/3/24,346,1/1/24,78,6/2/24,232,25/2/24,108,31/3/24
F38,,,,,1068,4,,,,,,,,,,,,,,,133,22/3/24,518,1/1/24,267,31/1/24,150,27/2/24,133,22/3/24
G81,,,,,289,5,,,,,,,,,,,,,,,63,8/4/24,81,1/1/24,45,18/1/24,84,27/2/24,16,21/3/24,63,8/4/24
G12,,,,,698,5,,,,,,,,,,,,,,,119,27/4/24,256,1/1/24,63,23/2/24,150,28/3/24,110,15/4/24,119,27/4/24
B86,,,,,22,1,,,,,,,,,,,,,,,22,1/1/24,22,1/1/24
C178,,,,,199,3,,,,,,,,,,,,,,,68,20/2/24,33,1/1/24,98,5/2/24,68,20/2/24
G71,,,,,758,4,,,,,,,,,,,,,,,151,23/3/24,256,2/1/24,164,21/1/24,187,15/2/24,151,23/3/24
G97,,,,,769,5,,,,,,,,,,,,,,,60,20/5/24,207,2/1/24,119,28/1/24,183,12/2/24,200,23/3/24,60,20/5/24
F88,,,,,799,5,,,,,,,,,,,,,,,114,3/4/24,25,2/1/24,383,26/1/24,178,23/2/24,99,10/3/24,114,3/4/24
F67,,,,,999,3,,,,,,,,,,,,,,,226,23/2/24,737,2/1/24,36,3/2/24,226,23/2/24
F110,,,,,1327,5,,,,,,,,,,,,,,,111,2/4/24,667,2/1/24,359,21/1/24,152,25/2/24,38,18/3/24,111,2/4/24
F128,,,,,606,9,,,,,,,,,,,,,,,28,21/5/24,174,2/1/24,57,18/1/24,67,11/2/24,79,29/2/24,41,15/3/24,53,30/3/24,67,13/4/24,40,27/4/24,28,21/5/24
G90,,,,,1229,3,,,,,,,,,,,,,,,340,17/3/24,578,2/1/24,311,29/1/24,340,17/3/24
F126,,,,,327,4,,,,,,,,,,,,,,,9,7/3/24,155,2/1/24,147,16/1/24,16,10/2/24,9,7/3/24
F91,,,,,782,4,,,,,,,,,,,,,,,280,17/3/24,112,2/1/24,84,5/2/24,306,27/2/24,280,17/3/24
F120,,,,,553,5,,,,,,,,,,,,,,,3,22/5/24,306,3/1/24,148,1/3/24,63,22/3/24,33,21/4/24,3,22/5/24
G99,,,,,485,3,,,,,,,,,,,,,,,223,28/2/24,140,3/1/24,122,25/1/24,223,28/2/24
G61,,,,,1795,5,,,,,,,,,,,,,,,106,25/3/24,1139,3/1/24,141,6/2/24,217,25/2/24,192,12/3/24,106,25/3/24
